Entity properties name,Variable DCID,Variable observation date,Variable observation value,Variable properties name,Smoothed_Value
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-11,21,Air Quality Index,21.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-12,27,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-13,25,Air Quality Index,21.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-14,25,Air Quality Index,21
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-15,18,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-16,14,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-17,17,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-18,15,Air Quality Index,16.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-19,16,Air Quality Index,16.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-20,20,Air Quality Index,17.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-21,16,Air Quality Index,17.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-22,18,Air Quality Index,18.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-23,18,Air Quality Index,18.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-24,18,Air Quality Index,21.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-25,23,Air Quality Index,23.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-26,16,Air Quality Index,23.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-27,41,Air Quality Index,24.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-28,30,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-29,20,Air Quality Index,25.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-04-30,23,Air Quality Index,24.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-01,31,Air Quality Index,22
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-02,15,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-03,10,Air Quality Index,19.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-04,25,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-05,17,Air Quality Index,15.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-06,13,Air Quality Index,14.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-07,15,Air Quality Index,16.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-08,13,Air Quality Index,16
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-09,11,Air Quality Index,16
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-10,23,Air Quality Index,15.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-11,20,Air Quality Index,14.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-12,17,Air Quality Index,13.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-13,9,Air Quality Index,13.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-14,9,Air Quality Index,13
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-15,6,Air Quality Index,13.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-16,9,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-18,21,Air Quality Index,16.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-19,24,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-20,25,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-21,24,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-22,21,Air Quality Index,21
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-23,15,Air Quality Index,24.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-24,11,Air Quality Index,27
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-25,27,Air Quality Index,25.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-26,49,Air Quality Index,24
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-27,42,Air Quality Index,24.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-28,16,Air Quality Index,25.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-29,8,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-30,21,Air Quality Index,16.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-05-31,13,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-01,11,Air Quality Index,10.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-02,6,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-03,10,Air Quality Index,8.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-04,6,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-05,5,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-06,9,Air Quality Index,9.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-07,15,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-08,13,Air Quality Index,8.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-09,9,Air Quality Index,8.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-10,7,Air Quality Index,7.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-11,2,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-12,2,Air Quality Index,8.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-13,5,Air Quality Index,7.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-14,20,Air Quality Index,7.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-15,13,Air Quality Index,7.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-16,5,Air Quality Index,8.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-17,4,Air Quality Index,9.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-18,4,Air Quality Index,9.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-19,6,Air Quality Index,9
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-20,14,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-21,20,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-22,10,Air Quality Index,12
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-23,4,Air Quality Index,15.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-24,13,Air Quality Index,22.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-25,17,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-26,28,Air Quality Index,30
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-27,63,Air Quality Index,37.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-28,30,Air Quality Index,44.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-29,55,Air Quality Index,50.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-06-30,56,Air Quality Index,54.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-01,65,Air Quality Index,49
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-03,55,Air Quality Index,46.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-11,60,Air Quality Index,42.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-12,22,Air Quality Index,37.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-13,15,Air Quality Index,28.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-14,24,Air Quality Index,22.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-15,21,Air Quality Index,15.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-16,5,Air Quality Index,13.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-17,9,Air Quality Index,11.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-18,12,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-19,6,Air Quality Index,10.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-20,6,Air Quality Index,13.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-21,12,Air Quality Index,13.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-22,24,Air Quality Index,12.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-23,23,Air Quality Index,12.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-24,10,Air Quality Index,12.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-25,9,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-26,4,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-27,5,Air Quality Index,8.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-28,10,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-29,12,Air Quality Index,12
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-30,11,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-07-31,19,Air Quality Index,19
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-01,23,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-02,23,Air Quality Index,24
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-03,35,Air Quality Index,25.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-04,30,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-05,27,Air Quality Index,25.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-06,22,Air Quality Index,22.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-07,24,Air Quality Index,21
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-08,16,Air Quality Index,21.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-09,5,Air Quality Index,21.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-10,23,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-11,31,Air Quality Index,24
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-12,30,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-13,36,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-14,27,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-15,6,Air Quality Index,15.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-16,5,Air Quality Index,11.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-17,3,Air Quality Index,7
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-18,4,Air Quality Index,4.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-19,2,Air Quality Index,5.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-20,2,Air Quality Index,5.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-21,8,Air Quality Index,6.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-22,13,Air Quality Index,11.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-23,8,Air Quality Index,14.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-24,11,Air Quality Index,15.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-25,37,Air Quality Index,16.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-26,25,Air Quality Index,18.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-27,8,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-28,13,Air Quality Index,26
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-29,27,Air Quality Index,25.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-30,32,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-08-31,40,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-01,32,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-02,13,Air Quality Index,21.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-03,3,Air Quality Index,22.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-04,18,Air Quality Index,21.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-05,11,Air Quality Index,23
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-06,38,Air Quality Index,24.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-07,36,Air Quality Index,27.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-08,42,Air Quality Index,27.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-09,24,Air Quality Index,27.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-10,23,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-11,20,Air Quality Index,20.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-12,9,Air Quality Index,17
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-13,6,Air Quality Index,16.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-14,20,Air Quality Index,16
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-15,17,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-16,18,Air Quality Index,14.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-17,22,Air Quality Index,14.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-18,11,Air Quality Index,12.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-19,7,Air Quality Index,12
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-20,4,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-21,7,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-22,15,Air Quality Index,8.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-23,5,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-24,15,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-25,9,Air Quality Index,25.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-26,17,Air Quality Index,30.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-27,64,Air Quality Index,32.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-28,53,Air Quality Index,31.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-29,52,Air Quality Index,32.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-09-30,20,Air Quality Index,33.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-01,5,Air Quality Index,27.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-02,15,Air Quality Index,21.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-03,27,Air Quality Index,14.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-04,22,Air Quality Index,12
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-05,10,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-06,3,Air Quality Index,10.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-07,2,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-08,6,Air Quality Index,5.28571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-09,2,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-10,1,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-12,13,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-13,23,Air Quality Index,13.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-14,23,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-15,14,Air Quality Index,16.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-16,16,Air Quality Index,15.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-17,13,Air Quality Index,16.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-18,11,Air Quality Index,17
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-19,9,Air Quality Index,17.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-20,27,Air Quality Index,16.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-21,29,Air Quality Index,17.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-22,18,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-23,8,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-24,18,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-25,33,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-26,27,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-27,20,Air Quality Index,20.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-28,17,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-29,13,Air Quality Index,13.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-30,15,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-10-31,1,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-01,1,Air Quality Index,6.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-02,3,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-03,2,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-05,13,Air Quality Index,7.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-06,15,Air Quality Index,9.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-07,11,Air Quality Index,13.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-08,8,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-09,14,Air Quality Index,22.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-10,33,Air Quality Index,20.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-11,47,Air Quality Index,20.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-12,29,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-13,4,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-14,8,Air Quality Index,16.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-15,4,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-16,7,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-17,15,Air Quality Index,7.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-18,6,Air Quality Index,6.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-19,8,Air Quality Index,6.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-20,2,Air Quality Index,6.71428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-21,3,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-22,2,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-23,11,Air Quality Index,12.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-24,20,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-25,24,Air Quality Index,26.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-26,25,Air Quality Index,32.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-27,51,Air Quality Index,34
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-28,52,Air Quality Index,31.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-29,46,Air Quality Index,28.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-11-30,20,Air Quality Index,27.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-01,3,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-02,5,Air Quality Index,15.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-03,13,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-04,14,Air Quality Index,15
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-05,9,Air Quality Index,19.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-06,18,Air Quality Index,21.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-07,43,Air Quality Index,21.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-08,32,Air Quality Index,22.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-09,21,Air Quality Index,24.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-10,12,Air Quality Index,24.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-11,23,Air Quality Index,23.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-12,25,Air Quality Index,27.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-13,13,Air Quality Index,30.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-14,41,Air Quality Index,32.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-15,56,Air Quality Index,31
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-16,42,Air Quality Index,31.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-17,28,Air Quality Index,33.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-18,12,Air Quality Index,29
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-19,30,Air Quality Index,25.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-20,23,Air Quality Index,20.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-21,12,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-22,31,Air Quality Index,17
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-23,8,Air Quality Index,13.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-24,10,Air Quality Index,11.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-25,5,Air Quality Index,11.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-26,5,Air Quality Index,7.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-27,8,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-28,13,Air Quality Index,13
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-29,6,Air Quality Index,16.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-30,5,Air Quality Index,16.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2019-12-31,49,Air Quality Index,19.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-01,27,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-02,9,Air Quality Index,27.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-03,27,Air Quality Index,28.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-04,29,Air Quality Index,24.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-05,48,Air Quality Index,23.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-06,10,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-07,20,Air Quality Index,25.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-08,19,Air Quality Index,28.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-09,31,Air Quality Index,30.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-10,21,Air Quality Index,38.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-11,53,Air Quality Index,41.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-12,60,Air Quality Index,44.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-13,66,Air Quality Index,40.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-14,43,Air Quality Index,41.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-15,35,Air Quality Index,39.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-16,3,Air Quality Index,36.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-17,30,Air Quality Index,31.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-18,38,Air Quality Index,31
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-19,40,Air Quality Index,32.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-20,30,Air Quality Index,33.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-21,41,Air Quality Index,30.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-22,44,Air Quality Index,26.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-23,13,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2020-01-24,7,Air Quality Index,16.5714285714286
